Country,Year,Disease_Category,Disease_Name,Prevalence_Rate,Incidence_Rate,Mortality_Rate,Age_Group,Gender,Population_Affected,Healthcare_Access,Doctors_Per_1000,Hospital_Beds_Per_1000,Treatment_Type,Avg_Treatment_Cost_USD,Availability_of_Vaccines_Treatment,Recovery_Rate,DALYs,Improvement_in_5_Years,Per_Capita_Income_USD,Education_Index,Urbanization_Rate
South Korea,2021,Respiratory,Bronchitis,5.66239955485252,7.27621800656926,6.033324950586917,65+,Male,157825,90.4062754129511,1.751415652688282,6.391674889810875,Therapy,39169.8662254377,No,58.36429046710537,9015.691208803697,14.170171289276489,13288.445353361829,0.7042318455512728,69.96911469682564
Germany,2023,Respiratory,Bronchitis,13.13118950310119,6.1588385835813115,7.86414006366965,0-18,Male,566401,67.42977079632026,2.919238471562733,3.936272283943887,Vaccination,8610.826131797607,No,53.36527457248453,1776.1995053046319,-0.9144996720018659,35619.26865212119,0.38369386694191543,41.55866718936519
South Korea,2018,Neurological,Parkinson's,3.2788639609458854,1.2858059608472538,0.15522720465347525,19-35,Female,443397,51.24878787632635,6.171825646046582,12.381431542568576,Therapy,28598.455518584782,No,54.78991031590505,6136.047145235008,17.066111039485232,8899.882864566425,0.41336873940310775,85.8145470339451
China,2020,Neurological,Alzheimer's,4.948317311062468,1.7168918561716549,5.108982173847283,0-18,Male,686082,69.293743290315,5.480864610832056,10.470810889787309,Combined,40345.22513522002,No,77.31140405094081,9085.826496570939,-4.288977563255271,72899.23167437289,0.5767269406253506,88.02412248428918
South Korea,2013,Cardiovascular,Hypertension,2.3459811961644093,6.44326025714371,5.937875102430987,19-35,Other,87991,48.79915483589082,1.172755563076639,14.584276716293028,Therapy,28108.292305614144,No,64.30180348755705,2014.789634452219,6.4359030713325005,38865.30619510933,0.8876715898719023,80.49708010679677
Japan,2019,Respiratory,Pneumonia,9.34633201174308,8.152812601776601,7.3508337246818405,19-35,Female,594135,55.92108419661422,1.77612248589306,13.418475477713022,Medication,20252.650228460105,No,97.086761830703,9888.254876504885,5.531456977253068,5982.101508242733,0.8712943588112785,85.22983565774723
Australia,2012,Cardiovascular,Hypertension,6.356056903967572,3.559797509985876,7.082370003056308,0-18,Other,979674,68.4812110448637,4.2040772300925,14.68725432946803,Combined,16131.255075314257,Yes,91.7811530281908,3714.3269454844403,10.59476712762065,21848.906322808216,0.8413624622155542,76.94420270061154
India,2014,Neurological,Multiple Sclerosis,9.23792186794429,5.993576443250157,6.751489381746975,51-65,Other,777835,41.247244721879554,2.2674320454724475,6.113851856224428,Therapy,15324.502005397853,No,89.3620796435354,2253.5055210236465,6.023333988772022,76836.33857683846,0.3205974942914351,47.80266737355359
South Korea,2010,Neurological,Multiple Sclerosis,11.448956090373335,1.7893715286458425,7.5717510483394594,36-50,Male,685722,85.17763360926521,9.620584110795779,7.781268389189355,Vaccination,41887.632471706995,No,89.67228484682289,8394.412569684637,9.724466799858213,42229.31760076684,0.8117016963376167,41.64199891365009
China,2012,Chronic,Diabetes,8.230974938890933,3.182625735362706,4.345295584518289,36-50,Other,576314,51.61797775395419,1.3070592536553662,6.216760434825418,Medication,41270.03981018042,Yes,93.64318906144179,4732.298954681,16.54257382225289,31916.72520112574,0.7656995706437637,86.64464397644267
Italy,2017,Cardiovascular,Heart Disease,9.45169228803664,0.3006750361632208,0.1546687551201314,36-50,Other,441417,91.13006417984865,9.76644435437775,14.500280172368775,Medication,41186.49475051528,Yes,92.39529538786215,6739.713976604846,-1.4492868787731576,28633.36307869032,0.5992686278042778,78.89384496099183
Russia,2020,Cardiovascular,Stroke,14.03522968447556,7.705931883215273,0.18732974970637528,0-18,Other,392493,41.3133298177718,6.9089834823467315,6.637921716144902,Surgery,14208.177717914446,Yes,95.4821705921907,4947.111419347965,1.1036829860395825,36272.79887599849,0.49525562721995886,61.91538168920273
UK,2017,Respiratory,Pneumonia,4.556058213171762,4.069997215752371,4.402648539381079,19-35,Male,500948,71.39576975140507,4.66504951542148,2.63466659369376,Surgery,39965.996783667106,No,95.78394982610348,6470.925199583077,15.0704979674357,20882.330282970845,0.7533530655157434,83.82603924087186
Italy,2022,Respiratory,Tuberculosis,5.451542685645902,8.179643179174143,3.5386506870251364,19-35,Male,836406,85.82240634169273,5.854892915113613,4.507138509777048,Vaccination,1928.0785948053954,No,64.61774495234407,450.15126846931474,0.7015993791226958,61184.52892565352,0.3642174179269633,42.930399750748606
China,2013,Chronic,Arthritis,10.79378008946912,7.11289266062499,3.6648359215870436,65+,Male,748657,54.03895756544779,4.691122409362524,6.947482241373802,Surgery,10402.167474532906,No,60.75864431709364,3566.784242671602,17.641349899107986,43122.889852720386,0.690266021953442,57.54971708160748
Brazil,2011,Infectious,Influenza,9.208452204125262,8.304568230711922,3.2631974239592925,19-35,Female,669277,81.74563055246847,6.158868625854058,9.441915915357132,Therapy,25773.69916465571,No,81.51180842645739,6607.387407090206,8.520283680798784,61357.52541247028,0.703125350656469,58.80173670553262
India,2022,Infectious,HIV,2.760140277641751,2.92802082887054,7.350033891820762,51-65,Male,435793,82.53120165455132,2.368055387196975,9.653210681513686,Surgery,20396.633513668265,No,56.04322953134435,3572.727762248511,-2.953391757867589,24078.628881989458,0.6322174495809232,45.76813196538956
Australia,2017,Infectious,Influenza,5.704594919156303,1.9325764312356681,2.9374457742413402,36-50,Male,18955,77.63277628893461,2.080118880761203,11.62297064544318,Medication,5683.224016505171,Yes,60.34611057289397,7779.970738933508,-4.483493313836932,5108.931884204636,0.8266682981354843,80.79331146353732
Australia,2017,Cardiovascular,Stroke,7.070786395558253,9.721866258251538,6.864192839928357,51-65,Other,450581,61.490911152423266,5.757316084880486,10.07013527358898,Vaccination,2181.850946933767,No,87.87487694526,9612.756638423476,14.072614600663016,77467.17511216184,0.49791594956221297,82.76397901941084
Australia,2019,Cardiovascular,Heart Disease,6.348908585729001,7.201545091704608,7.232631870953963,36-50,Male,621135,86.31882309080417,1.6420569206026066,7.881476083472542,Therapy,30597.43969557709,Yes,81.81743596014803,470.37333376997526,16.408770801037054,43404.957332419064,0.5868967356005363,72.07437645831591
Russia,2013,Neurological,Alzheimer's,2.756294643998408,8.357018452474037,4.046063982991743,0-18,Other,609645,77.07758934284689,3.6323587238221187,1.422401709456186,Medication,15742.716062190508,No,81.89174580912749,8567.649736925965,0.996614966681804,10980.44335348898,0.7551974208386631,62.98217592295414
India,2012,Cardiovascular,Stroke,13.874008367585509,0.2300203997283439,3.630810495184198,51-65,Male,942419,74.83290433940999,9.342055296446361,10.730397367026788,Medication,896.4903400572457,No,96.58128631311237,1773.733773217964,1.0194976038425825,12781.341774348472,0.730012160029513,73.38788487506841
Russia,2011,Cardiovascular,Hypertension,11.45854954924024,3.609170040929277,6.112062773302029,19-35,Male,849231,88.33051488084493,8.885917975130921,2.19641329749204,Combined,21601.642049843293,Yes,82.71359860726643,9181.637232724157,18.852552605938023,37600.86048629061,0.6374761747639852,89.41103567395334
Russia,2018,Cardiovascular,Hypertension,7.2722018984069985,7.453885236715584,5.692974910355071,36-50,Male,640557,54.433644542576104,8.482620658670179,7.563359213610388,Surgery,15407.67909539002,No,71.10955024687436,9473.248186374676,11.404678416682433,57144.81679154818,0.4632809480360369,59.6763606790405
USA,2010,Chronic,Cancer,10.232909321771865,0.8720300466008348,2.695427421110027,65+,Male,117942,53.7167892598083,5.5644731783037775,13.549547067607525,Therapy,28872.706761112953,Yes,63.7362892682996,5734.878085710274,-0.8096471912101402,34748.13824370656,0.47655032090485194,58.38359493935172
India,2016,Cardiovascular,Stroke,13.469511814819276,5.716665302732463,0.9101301948047079,51-65,Male,760516,62.80036634178714,1.2509623413773325,9.356304507501338,Vaccination,46497.71661018981,No,66.5892137304467,4842.220002732317,6.214673533517349,66511.43726417067,0.744723158012004,74.25006970750239
Japan,2014,Respiratory,Pneumonia,2.128994721187411,4.347820397804532,2.192333961441595,0-18,Male,99904,44.31485105144429,2.0923233526172504,3.785506607584505,Vaccination,15462.530170723245,Yes,63.612860715199965,7609.148963560129,17.760902891329167,29679.4610814818,0.3034464176321273,77.60010026877785
India,2017,Respiratory,COVID-19,3.830558455533968,0.2744034206969622,1.135125195917162,65+,Male,993210,59.90621469175994,9.275059674004623,12.31141491827439,Vaccination,49857.11226239061,No,51.71441518895484,9188.412967424527,10.529354883443036,8420.404901607091,0.6916406507690661,65.17618232522891
China,2013,Neurological,Alzheimer's,8.18624858412401,2.436158213482569,2.428384978635862,0-18,Other,927210,63.9700526334982,8.52766598893757,5.205727728676641,Combined,4393.637881193917,Yes,62.817127091853784,2401.216113416997,5.186739993972646,5621.837303372916,0.44896399488844774,87.27603904326611
USA,2016,Chronic,Arthritis,12.005254533150143,2.919440691760471,2.1683903680883128,36-50,Female,588697,69.20843278877064,4.388696399293487,9.081791748958304,Therapy,4505.080353681365,Yes,90.93313333013985,3886.170273854902,-1.2241624993323748,69458.3219945559,0.7037966686844017,59.37585831665334
Australia,2022,Respiratory,Bronchitis,0.6401979420787579,1.2074134688285925,5.137920248705036,51-65,Female,280337,54.986794381954404,7.560779813919902,9.901884317363889,Medication,35676.70080662489,No,85.68322064608768,4233.606349558317,13.150046108388697,78834.67069286594,0.4121627323781551,75.25044969514686
China,2014,Chronic,Diabetes,14.761870437925772,6.352215406452338,7.640518624792759,0-18,Male,393557,93.50370441458556,8.6907501389646,11.235700921491937,Combined,37456.72732914081,No,80.47007419549385,8473.630347425726,1.909072228444793,14959.913908759565,0.5258633636680242,76.7287726848169
China,2023,Chronic,Cancer,6.878108382947717,2.4997389748937016,5.51737548541082,65+,Female,654261,56.81962369882953,6.583020395855962,1.9097559829317525,Surgery,21201.272647441958,No,94.2080629416139,1455.4785079424923,9.147767677606094,9653.057384934727,0.7522897284377092,56.21507786594485
Canada,2014,Neurological,Parkinson's,5.452543995263673,2.848433046231945,7.4205303237101,65+,Other,626077,90.24149587325495,8.681742521101581,12.95973985440717,Medication,14373.775071226668,No,62.94212706082904,6268.137404336323,10.003505004937395,73580.57294000701,0.7531206889361122,41.0368272606884
France,2023,Chronic,Arthritis,4.461594123812601,8.99256212218146,6.294644843006703,19-35,Other,467150,66.25219373840511,3.202066070820612,2.593904540149466,Vaccination,39720.703412425355,No,78.30653759860415,3574.3189050245414,8.886237048068637,12556.729965933648,0.4258138923370862,85.46367410695674
USA,2018,Cardiovascular,Hypertension,2.6979149439979877,4.72451861766208,5.850233214362269,0-18,Other,608654,82.3712450595001,5.1592217209867925,2.3234750216884694,Surgery,47816.32334101579,No,51.5349947936426,8866.589841007837,1.1623197894196933,22130.314058673546,0.5257689362552771,66.53299824469228
China,2018,Chronic,Arthritis,11.894451243057416,3.982068654995796,3.3710893276853975,51-65,Female,935356,46.54324089105013,6.211376063340792,7.396383780115068,Therapy,49496.10447573211,Yes,93.70832072760867,3463.929696678476,12.706864855483378,65123.53181646751,0.6015035565643585,45.25002978659038
France,2022,Neurological,Parkinson's,14.335671054716839,7.2663232793157,2.6658765726206126,51-65,Female,542301,72.13359599425496,6.6804170222203245,6.210542416986143,Therapy,31759.25860128661,Yes,71.93911036143058,9781.668219785004,9.151250141811577,79848.82424896157,0.652415415934688,92.66578322216235
France,2018,Neurological,Multiple Sclerosis,6.263306847196433,9.10517658914083,6.785591242536062,19-35,Female,741662,96.68872780162526,9.88291290311802,1.7645914335402006,Combined,37031.72512432724,No,58.715700066630575,254.7578792375781,5.092073250261894,41451.041706954704,0.7454605893987334,56.303485546183296
USA,2021,Neurological,Parkinson's,14.291068351826498,0.347859728750694,7.2526065401391415,65+,Male,138610,79.30882135252175,8.613382045378934,3.324007289102739,Therapy,41130.10509295795,Yes,61.726514267557654,2471.580864697133,-3.696728685736479,20807.809176631374,0.31418212976258336,66.0956994552772
Canada,2015,Respiratory,Tuberculosis,12.37458446998201,4.537564580898425,3.6698716998423633,0-18,Other,623705,88.39706636578165,1.4973482173788801,7.148988226246403,Vaccination,39963.60390620145,Yes,91.56371483815272,4627.477041109632,3.2815948962070927,68578.85123873924,0.3691943527974726,66.62368150083957
Italy,2015,Cardiovascular,Heart Disease,7.267661799397143,6.146735425171678,0.17159847567449088,65+,Other,575665,55.40315726847385,2.5222006399920276,12.607010500239504,Combined,49670.27591054629,Yes,55.33150200159141,2637.6133715435494,3.8111876970626533,34573.36316801894,0.3946337402635566,60.393998444765586
Brazil,2014,Respiratory,COVID-19,10.142990068979378,3.2537746714472973,6.360995365361116,0-18,Male,130486,87.20996633242032,6.914277670072204,2.698261311209991,Combined,40540.54942697841,No,95.33493445737506,7400.195760289934,14.779084130851725,25448.1705015559,0.4143976483072679,48.33704706305951
Japan,2018,Infectious,Influenza,6.581264269639898,7.746836449020093,2.3520438397311043,0-18,Female,48645,60.723949490967655,3.164590266776428,2.4634252384827633,Vaccination,33162.364221557815,Yes,68.29967013378337,8164.0595437839675,7.836176685278511,41781.24178454801,0.318164033387944,78.73603340507013
Brazil,2019,Cardiovascular,Heart Disease,8.424978782367031,9.717622995675711,0.17811413363367384,0-18,Other,416083,68.61960790273253,2.4307112191658415,12.267611627258578,Therapy,18873.17538938286,Yes,62.3031779782552,7005.329145968242,18.30297161762054,69184.87027073494,0.8522827672731439,50.75174054493868
India,2017,Chronic,Diabetes,0.9648904215757068,9.439930925877803,6.4594096159113645,65+,Female,79070,51.08950534468871,6.9998579397669785,7.8924172263549215,Surgery,29939.531665165585,No,66.26107599349612,9706.94498475851,13.768246782964145,22475.061386961956,0.3973169559795827,77.52791132133638
Australia,2016,Neurological,Alzheimer's,10.474325781977944,2.7332271398614245,4.187572091653495,65+,Male,608824,68.65620489228736,5.827820962001068,6.0434894539338515,Combined,44029.936579487716,No,70.04017777125028,4614.776215206659,8.450116217834909,36787.591222502175,0.3441834378203048,84.11593875353319
Japan,2016,Infectious,Malaria,0.887087202813637,2.3407489565311117,5.513164896073906,65+,Female,299229,70.42640875503398,8.24670979724197,7.458950991269832,Surgery,15343.455139154528,No,76.85754331619957,9799.720974230899,-0.7778548613135357,38318.276536334284,0.5830352415412807,41.27226546801488
India,2015,Cardiovascular,Stroke,12.274565709102777,9.579156257110089,7.326049587041372,36-50,Male,90271,76.71730351921873,3.87425077485714,6.7518536478325215,Surgery,1629.5624931368507,Yes,78.75356722019554,1333.6452414540008,0.5258300409298826,67457.31784248922,0.8647099179784812,80.24815529961673
China,2014,Respiratory,Pneumonia,12.391709248962306,4.640422025571512,4.375273258091032,65+,Female,90500,91.24939386234519,3.9673351766080063,11.946518388925803,Surgery,16426.392169944244,No,71.94314447923212,8474.852077104892,-0.998015813550591,55700.3889869213,0.8786315041120738,75.09182423361972
Australia,2022,Neurological,Alzheimer's,3.6324515845875975,2.1621474585384486,4.07523317337383,19-35,Male,646392,57.9862181292016,2.3544276644115607,1.1305830736679683,Surgery,48015.47994263869,No,71.87183148716167,480.5687596921174,6.071268345322702,63536.496391475026,0.7058416955371638,50.76752812391258
UK,2013,Respiratory,Bronchitis,4.922575437433424,7.09926993994114,2.396230758651282,36-50,Other,54792,98.06406976975076,6.870323314257472,7.064220100729383,Vaccination,39723.971804457804,No,63.97968950458554,5365.974007640775,13.063122109972191,57003.933858714096,0.4070092552477467,74.11062251032497
